creator_id,archetype,niche_category,subscriber_count,channel_age_years,avg_retention_rate,avg_ctr,upload_freq_per_month,avg_video_length_mins,avg_video_len_std,rpm,monthly_views,revenue_90d,len_consistency_score,subscriber_tier
1362,Viral Spike Chasers,Entertainment,314206,3.1,19.81,6.34,7.0,11.6,2.87,2.96,57631,511.28,78.2,Large (100K-500K)
3070,Emerging Dabblers,Tech Deep-Dive Reviews,1531,0.6,22.73,2.82,1.0,8.9,3.86,1.81,63,0.35,70.7,Small (1K-10K)
2722,Consistent Volume Builders,Tech Deep-Dive Reviews,101082,4.2,35.94,3.25,12.0,11.9,1.93,3.17,15128,143.73,85.4,Large (100K-500K)
513,High-Retention Niche Specialists,Health & Fitness Coaching,100366,4.6,49.93,5.38,6.0,14.0,0.91,0.63,5235,9.87,93.1,Large (100K-500K)
2131,Consistent Volume Builders,DIY & Craft Tutorials,186085,2.7,30.05,5.42,21.4,8.1,0.82,2.79,33651,281.46,93.8,Large (100K-500K)
3420,Emerging Dabblers,Personal Finance,10798,1.0,24.87,2.27,2.1,10.6,8.78,2.34,1896,13.33,33.4,Mid (10K-100K)
380,High-Retention Niche Specialists,Education / Test Prep,16084,3.5,52.88,5.67,3.0,16.8,1.22,1.45,2287,9.96,90.7,Mid (10K-100K)
1814,Consistent Volume Builders,Travel,23192,1.3,31.89,4.93,14.2,7.8,1.58,2.46,4389,32.43,88.0,Mid (10K-100K)
1903,Consistent Volume Builders,Lifestyle,31954,2.4,29.49,6.01,15.5,11.1,3.57,3.08,4159,38.44,72.9,Mid (10K-100K)
2856,Emerging Dabblers,Entertainment,845,2.0,20.99,2.09,3.2,6.7,4.07,2.33,64,0.45,69.1,Micro (<1K)
812,High-Retention Niche Specialists,Travel,250000,4.7,60.63,5.71,6.9,11.2,1.81,1.15,49059,168.74,86.3,Large (100K-500K)
2709,Consistent Volume Builders,DIY & Craft Tutorials,39247,3.5,25.06,4.99,18.0,11.6,1.63,4.05,7427,90.17,87.6,Mid (10K-100K)
2354,Consistent Volume Builders,Health & Fitness Coaching,117250,3.5,35.91,3.79,21.5,12.2,2.4,2.5,14672,110.23,81.8,Large (100K-500K)
1734,Consistent Volume Builders,Lifestyle,154024,2.4,31.26,5.11,19.4,9.0,2.18,3.0,27150,244.75,83.5,Large (100K-500K)
1329,Viral Spike Chasers,Travel,158155,4.9,19.8,8.46,11.6,6.9,6.24,1.6,25995,125.12,52.7,Large (100K-500K)
1926,Consistent Volume Builders,Gaming,134483,0.7,29.37,5.74,10.7,7.0,2.87,2.54,11201,85.41,78.2,Large (100K-500K)
2069,Consistent Volume Builders,DIY & Craft Tutorials,24520,4.0,30.83,5.63,15.1,15.6,3.46,3.08,2833,26.2,73.7,Mid (10K-100K)
2674,Consistent Volume Builders,Food & Cooking,33087,3.0,35.83,4.05,15.5,12.5,2.06,2.12,1886,11.98,84.4,Mid (10K-100K)
1552,Consistent Volume Builders,Travel,126200,3.2,29.55,4.74,12.5,11.6,0.4,2.58,12439,96.12,97.0,Large (100K-500K)
2223,Consistent Volume Builders,DIY & Craft Tutorials,27618,3.6,34.51,5.99,20.4,12.8,1.78,1.56,4541,21.31,86.5,Mid (10K-100K)
3106,Emerging Dabblers,Gaming,11306,0.6,16.25,4.65,2.3,22.2,6.36,0.96,1675,4.84,51.7,Mid (10K-100K)
1273,Viral Spike Chasers,DIY & Craft Tutorials,119309,1.4,11.31,9.78,15.4,3.4,4.67,0.88,10358,27.33,64.6,Large (100K-500K)
1420,Viral Spike Chasers,Lifestyle,204514,2.3,29.71,7.81,7.8,5.9,3.27,2.29,19785,136.11,75.2,Large (100K-500K)
1099,Viral Spike Chasers,DIY & Craft Tutorials,176152,3.4,26.39,9.19,8.7,5.4,3.15,2.51,15876,119.64,76.1,Large (100K-500K)
2169,Consistent Volume Builders,Entertainment,93078,1.4,29.67,4.12,19.1,8.6,1.74,2.8,6293,52.85,86.8,Mid (10K-100K)
1752,Consistent Volume Builders,Health & Fitness Coaching,91523,4.1,33.77,4.18,20.8,6.0,1.8,2.32,14053,97.84,86.3,Mid (10K-100K)
105,Subscriber Giants,Health & Fitness Coaching,923773,7.9,43.6,4.85,9.1,8.8,3.69,2.79,121767,1017.53,72.0,Mega (500K+)
2701,Consistent Volume Builders,Food & Cooking,98098,2.9,35.66,5.59,19.7,13.5,2.91,2.58,19258,149.0,77.9,Mid (10K-100K)
3778,Emerging Dabblers,DIY & Craft Tutorials,1110,0.7,17.88,2.32,0.7,17.0,6.16,2.28,203,1.39,53.3,Small (1K-10K)
3060,Emerging Dabblers,GAMING,3313,1.5,27.59,4.43,2.5,7.4,3.37,1.62,336,1.63,74.4,Small (1K-10K)
779,High-Retention Niche Specialists,Health & Fitness Coaching,68212,0.5,56.03,5.63,9.8,23.0,0.87,1.65,3549,17.6,93.4,Mid (10K-100K)
1513,Viral Spike Chasers,Gaming,314304,2.6,18.34,9.3,5.8,6.0,4.58,2.86,14373,123.34,65.3,Large (100K-500K)
3890,Emerging Dabblers,Entertainment,4118,1.0,21.16,3.28,2.4,10.6,7.26,1.19,546,1.94,44.9,Small (1K-10K)
467,High-Retention Niche Specialists,Entertainment,25618,2.5,54.64,7.06,8.0,19.2,1.13,1.09,3464,11.36,91.4,Mid (10K-100K)
1386,Viral Spike Chasers,Lifestyle,103388,3.4,17.69,9.49,9.7,15.1,3.66,2.46,10334,76.29,72.2,Large (100K-500K)
3716,Emerging Dabblers,Travel,1976,1.5,19.97,4.13,1.2,1.6,9.85,2.67,298,2.38,25.3,Small (1K-10K)
483,High-Retention Niche Specialists,Tech Deep-Dive Reviews,38387,2.6,51.31,6.77,6.0,17.1,0.58,0.92,5495,15.12,95.6,Mid (10K-100K)
3149,Emerging Dabblers,Education / Test Prep,8641,0.7,15.78,4.33,1.1,20.4,5.53,1.49,1453,6.48,58.0,Small (1K-10K)
2510,Consistent Volume Builders,Gaming,48940,0.9,24.0,4.57,20.0,14.3,2.57,3.24,3681,35.8,80.5,Mid (10K-100K)
498,High-Retention Niche Specialists,Personal Finance,112617,2.1,55.03,5.38,7.7,21.1,1.03,1.25,12751,47.9,92.2,Large (100K-500K)
936,High-Retention Niche Specialists,Health & Fitness Coaching,147520,2.4,47.75,5.4,6.3,22.8,0.98,1.14,25479,87.05,92.6,Large (100K-500K)
3066,Emerging Dabblers,Lifestyle,1137,1.1,12.85,2.81,1.1,7.8,5.82,2.23,75,0.5,55.8,Small (1K-10K)
3338,Emerging Dabblers,Lifestyle,453,1.9,21.16,2.33,1.3,21.2,3.72,2.48,24,0.18,71.8,Micro (<1K)
2224,Consistent Volume Builders,Gaming,39499,3.5,32.55,4.97,20.2,12.4,1.76,2.85,4477,38.3,86.6,Mid (10K-100K)
2806,Emerging Dabblers,Personal Finance,1832,0.5,23.38,3.23,3.4,8.0,8.13,1.58,192,0.91,38.3,Small (1K-10K)
3152,Emerging Dabblers,Gaming,616,1.7,21.78,2.61,2.6,8.4,2.38,1.94,88,0.51,81.9,Micro (<1K)
1560,Consistent Volume Builders,Gaming,26167,2.9,32.82,4.24,17.7,14.5,1.38,2.42,2809,20.36,89.5,Mid (10K-100K)
2885,Emerging Dabblers,Lifestyle,10087,0.8,15.4,2.92,4.2,6.6,4.85,1.94,1610,9.39,63.2,Mid (10K-100K)
2954,Emerging Dabblers,Food & Cooking,110,1.6,23.15,4.39,0.5,9.4,4.14,1.51,8,0.04,68.6,Micro (<1K)
1164,Viral Spike Chasers,ENTERTAINMENT,133544,3.0,21.17,13.06,13.1,11.1,4.61,3.16,7304,69.28,65.0,Large (100K-500K)
3170,Emerging Dabblers,ENTERTAINMENT,595,0.7,20.65,4.04,1.0,17.7,2.62,1.78,85,0.45,80.1,Micro (<1K)
627,High-Retention Niche Specialists,Tech Deep-Dive Reviews,49378,4.6,56.35,5.46,6.6,12.1,1.37,1.25,7452,8.2,89.6,Mid (10K-100K)
527,High-Retention Niche Specialists,Health & Fitness Coaching,38911,3.0,55.16,4.82,6.0,12.0,2.09,1.37,4071,16.67,84.1,Mid (10K-100K)
3496,Emerging Dabblers,Entertainment,1100,0.2,20.68,3.89,3.1,11.5,3.75,1.54,116,0.54,71.5,Small (1K-10K)
867,High-Retention Niche Specialists,Education / Test Prep,36601,4.0,46.45,5.02,6.3,19.9,1.49,1.34,3018,12.1,88.7,Mid (10K-100K)
3277,Emerging Dabblers,Tech Deep-Dive Reviews,661,0.8,13.46,4.76,3.3,14.3,3.5,1.82,85,0.46,73.4,Micro (<1K)
3738,Emerging Dabblers,Entertainment,415,1.4,14.39,3.45,1.4,7.9,5.31,1.33,21,0.08,59.7,Micro (<1K)
2632,Consistent Volume Builders,DIY & Craft Tutorials,141779,2.7,34.62,4.34,16.7,16.1,2.13,3.54,24903,264.56,83.8,Large (100K-500K)
518,High-Retention Niche Specialists,DIY & Craft Tutorials,81962,2.3,50.27,6.59,5.8,11.3,1.09,0.97,14697,42.81,91.7,Mid (10K-100K)
738,High-Retention Niche Specialists,Gaming,14317,3.6,55.34,5.32,7.5,14.8,1.58,0.64,2668,5.16,88.0,Mid (10K-100K)
3222,Emerging Dabblers,Food & Cooking,1741,0.8,18.19,3.09,0.6,9.2,1.16,1.71,273,1.4,91.2,Small (1K-10K)
2766,Emerging Dabblers,Entertainment,1295,1.7,19.33,2.92,2.4,15.5,8.33,1.77,94,0.5,36.8,Small (1K-10K)
2304,Consistent Volume Builders,Food & Cooking,72430,2.6,30.69,3.86,16.6,10.8,2.44,2.78,9390,78.44,81.5,Mid (10K-100K)
1975,Consistent Volume Builders,DIY & Craft Tutorials,31008,5.0,31.57,4.85,17.5,12.3,0.77,3.5,5981,62.82,94.2,Mid (10K-100K)
3354,Emerging Dabblers,Food & Cooking,2206,0.9,21.25,4.6,1.5,12.8,2.18,2.14,89,0.57,83.5,Small (1K-10K)
1327,Viral Spike Chasers,Personal Finance,341595,3.4,26.91,9.16,10.5,7.3,3.51,2.81,25135,212.02,73.4,Large (100K-500K)
191,Subscriber Giants,Personal Finance,4264679,5.6,38.73,5.41,17.3,9.0,1.73,4.52,589962,7996.86,86.9,Mega (500K+)
3894,Emerging Dabblers,Entertainment,211,0.4,19.83,3.53,2.6,5.4,5.26,0.82,41,0.1,60.1,Micro (<1K)
2231,Consistent Volume Builders,Entertainment,46793,4.4,31.75,4.76,13.7,8.8,2.24,2.49,2880,21.49,83.0,Mid (10K-100K)
2112,Consistent Volume Builders,Food & Cooking,87792,3.0,35.29,4.31,19.4,11.8,2.13,2.9,15598,135.58,83.8,Mid (10K-100K)
2414,Consistent Volume Builders,Food & Cooking,67021,1.7,33.06,4.3,15.8,14.7,1.27,2.64,12045,95.23,90.4,Mid (10K-100K)
1483,Viral Spike Chasers,Personal Finance,53502,1.3,12.08,10.08,9.6,5.7,4.76,1.73,3415,17.67,63.9,Mid (10K-100K)
798,High-Retention Niche Specialists,Education / Test Prep,53266,4.2,50.09,7.26,6.9,15.5,0.41,1.13,6808,22.99,96.9,Mid (10K-100K)
1720,Consistent Volume Builders,Lifestyle,51190,2.0,33.89,5.53,17.0,8.5,1.36,1.55,3382,15.75,89.7,Mid (10K-100K)
855,High-Retention Niche Specialists,Personal Finance,35328,2.3,56.36,4.13,6.4,16.0,1.99,0.84,3650,9.15,84.9,Mid (10K-100K)
944,High-Retention Niche Specialists,Tech Deep-Dive Reviews,32392,2.0,55.38,6.85,8.7,25.3,1.27,1.25,4718,24.48,90.4,Mid (10K-100K)
2256,Consistent Volume Builders,Gaming,54741,3.5,35.78,5.4,22.0,12.7,1.97,3.05,9392,85.97,85.1,Mid (10K-100K)
1758,Consistent Volume Builders,DIY & Craft Tutorials,220000,4.4,30.04,5.59,25.5,11.3,1.53,2.19,21903,143.67,88.4,Large (100K-500K)
1233,Viral Spike Chasers,Personal Finance,96090,2.9,28.05,7.81,8.4,10.7,4.06,2.02,16766,101.42,69.2,Mid (10K-100K)
3826,Emerging Dabblers,Food & Cooking,3199,2.1,23.94,2.72,2.2,12.2,2.07,1.32,246,0.97,84.3,Small (1K-10K)
469,High-Retention Niche Specialists,Tech Deep-Dive Reviews,21034,0.2,51.02,4.91,4.5,13.2,1.47,1.13,1406,4.76,88.8,Mid (10K-100K)
2147,Consistent Volume Builders,Gaming,30264,2.7,29.62,4.76,14.2,7.5,3.06,2.77,4006,33.29,76.8,Mid (10K-100K)
501,High-Retention Niche Specialists,Travel,37099,3.8,51.66,4.84,6.2,18.4,1.8,0.82,2451,6.03,86.3,Mid (10K-100K)
3378,Emerging Dabblers,Education / Test Prep,615,0.2,19.7,0.55,3.7,18.9,5.12,2.74,51,0.42,61.2,Micro (<1K)
1769,Consistent Volume Builders,Travel,52463,2.5,28.3,6.39,15.0,11.7,1.18,1.89,8967,50.97,91.0,Mid (10K-100K)
2890,Emerging Dabblers,Travel,270,0.8,18.14,3.51,1.9,13.6,6.84,1.27,16,0.06,48.1,Micro (<1K)
3585,Emerging Dabblers,Gaming,151,1.4,22.61,4.91,2.4,1.5,3.25,2.14,15,0.1,75.3,Micro (<1K)
1216,Viral Spike Chasers,Tech Deep-Dive Reviews,71383,5.0,25.32,8.51,6.7,7.0,5.54,2.4,4745,34.13,58.0,Mid (10K-100K)
452,High-Retention Niche Specialists,DIY & Craft Tutorials,21471,3.3,57.58,5.01,9.6,15.2,2.42,0.64,2205,4.23,81.6,Mid (10K-100K)
2695,Consistent Volume Builders,Lifestyle,55928,3.1,35.37,3.55,20.6,8.9,3.79,2.66,10531,84.02,71.2,Mid (10K-100K)
2911,Emerging Dabblers,Tech Deep-Dive Reviews,520,2.2,13.69,3.23,1.6,16.2,6.28,1.61,87,0.42,52.4,Micro (<1K)
917,High-Retention Niche Specialists,Health & Fitness Coaching,38351,2.6,54.89,6.51,6.5,24.2,1.0,1.25,2888,12.61,92.4,Mid (10K-100K)
1667,Consistent Volume Builders,Tech Deep-Dive Reviews,58358,2.8,26.98,6.02,13.6,5.8,1.69,2.66,4848,38.72,87.2,Mid (10K-100K)
112,Subscriber Giants,Tech Deep-Dive Reviews,1813025,7.9,32.04,6.27,13.6,13.0,0.9,4.1,310252,3814.56,93.2,Mega (500K+)
1970,Consistent Volume Builders,DIY & Craft Tutorials,135221,0.8,32.81,4.03,17.7,13.1,2.7,1.78,10625,56.63,79.5,Large (100K-500K)
215,Subscriber Giants,Education / Test Prep,1309337,5.0,45.25,8.12,12.6,10.6,3.62,4.22,179915,2279.76,72.5,Mega (500K+)
2924,Emerging Dabblers,Health & Fitness Coaching,2388,0.2,18.32,4.76,0.9,24.1,5.62,1.71,357,1.83,57.4,Small (1K-10K)
3693,Emerging Dabblers,DIY & Craft Tutorials,1475,2.1,19.33,2.31,5.1,20.5,4.63,2.74,290,2.38,64.9,Small (1K-10K)
3285,Emerging Dabblers,Food & Cooking,3490,0.7,21.3,4.35,1.4,8.9,3.75,1.81,644,4.19,71.5,Small (1K-10K)
83,Subscriber Giants,Entertainment,1282940,7.3,41.86,5.1,11.0,6.5,0.2,4.47,117908,1581.94,98.5,Mega (500K+)
3871,Emerging Dabblers,Entertainment,1024,2.0,20.69,3.02,2.5,6.4,7.75,1.45,100,0.44,41.2,Small (1K-10K)
655,High-Retention Niche Specialists,Food & Cooking,115835,3.4,53.39,5.38,5.1,18.2,1.06,1.56,17426,81.3,92.0,Large (100K-500K)
901,High-Retention Niche Specialists,DIY & Craft Tutorials,82979,1.6,57.53,5.47,6.9,22.8,0.71,1.7,12484,63.67,94.6,Mid (10K-100K)
2959,Emerging Dabblers,Entertainment,622,0.5,20.18,2.88,1.5,7.8,6.14,1.74,59,0.31,53.4,Micro (<1K)
500,High-Retention Niche Specialists,Tech Deep-Dive Reviews,18456,4.8,54.0,5.46,6.3,20.5,1.95,1.25,3103,13.25,85.2,Mid (10K-100K)
700,High-Retention Niche Specialists,Personal Finance,36462,2.7,51.36,5.38,6.6,16.5,2.36,1.14,5531,18.97,82.1,Mid (10K-100K)
3109,Emerging Dabblers,Education / Test Prep,208,0.2,12.02,3.43,1.3,9.5,0.2,2.44,24,0.18,98.5,Micro (<1K)
1649,Consistent Volume Builders,DIY & Craft Tutorials,51760,2.1,31.75,4.15,19.3,16.5,2.7,2.8,3036,25.47,79.5,Mid (10K-100K)
1013,Viral Spike Chasers,Food & Cooking,54694,1.1,23.27,9.44,12.6,7.6,5.4,2.66,7092,56.5,59.0,Mid (10K-100K)
883,High-Retention Niche Specialists,Entertainment,72857,2.5,57.41,5.4,6.2,12.4,1.62,2.18,14565,95.39,87.7,Mid (10K-100K)
870,High-Retention Niche Specialists,Education / Test Prep,44887,4.0,52.36,5.25,1.3,16.7,1.37,1.46,3840,16.79,89.6,Mid (10K-100K)
3794,Emerging Dabblers,Travel,239,1.9,15.34,3.76,3.5,5.4,8.51,0.93,35,0.1,35.4,Micro (<1K)
304,Subscriber Giants,Travel,1308695,7.7,32.93,6.56,16.7,11.1,3.52,4.34,91830,1196.0,73.3,Mega (500K+)
665,High-Retention Niche Specialists,Health & Fitness Coaching,157328,3.6,50.37,6.72,5.2,17.1,0.59,1.12,6964,23.46,95.5,Large (100K-500K)
3208,Emerging Dabblers,Lifestyle,416,0.6,21.46,5.4,0.9,8.6,5.63,2.26,77,0.52,57.3,Micro (<1K)
3330,Emerging Dabblers,Education / Test Prep,1727,2.0,21.39,3.23,2.1,7.0,4.49,1.69,91,0.46,65.9,Small (1K-10K)
2564,Consistent Volume Builders,DIY & Craft Tutorials,28968,3.6,31.34,3.61,19.3,11.5,1.98,3.17,5409,51.48,85.0,Mid (10K-100K)
2002,Consistent Volume Builders,DIY & Craft Tutorials,41412,4.4,26.46,4.49,17.1,8.8,2.59,3.43,4165,42.87,80.3,Mid (10K-100K)
143,Subscriber Giants,Food & Cooking,500000,2.2,39.01,6.19,10.2,11.3,2.64,5.57,67198,1123.32,80.0,Large (100K-500K)
3985,Emerging Dabblers,Education / Test Prep,2063,1.0,21.07,4.07,1.4,7.5,6.1,1.96,169,0.99,53.7,Small (1K-10K)
389,High-Retention Niche Specialists,Food & Cooking,76713,2.9,49.7,2.98,7.3,20.6,0.7,1.73,15171,78.61,94.7,Mid (10K-100K)
2178,Consistent Volume Builders,Food & Cooking,34198,3.7,34.65,3.72,17.0,12.3,1.57,2.04,2054,12.58,88.1,Mid (10K-100K)
2509,Consistent Volume Builders,Travel,159494,1.8,30.49,6.23,19.8,8.0,2.27,2.5,20548,153.97,82.8,Large (100K-500K)
1225,Viral Spike Chasers,Lifestyle,176782,2.8,21.83,7.23,7.6,5.7,4.76,2.31,32363,224.25,63.9,Large (100K-500K)
3111,Emerging Dabblers,Health & Fitness Coaching,769,1.1,20.17,3.37,2.3,13.1,3.85,2.36,47,0.33,70.8,Micro (<1K)
2936,Emerging Dabblers,Gaming,478,1.5,20.19,2.31,0.9,6.6,5.2,1.06,25,0.08,60.5,Micro (<1K)
1503,Viral Spike Chasers,Entertainment,232069,1.6,8.65,9.0,7.6,6.4,5.29,2.09,32913,206.72,59.9,Large (100K-500K)
2497,Consistent Volume Builders,DIY & Craft Tutorials,220000,2.0,31.16,4.91,16.5,10.1,2.53,3.73,34894,390.44,80.8,Large (100K-500K)
3581,Emerging Dabblers,DIY & Craft Tutorials,244,1.9,20.6,3.97,2.3,12.4,4.22,2.12,32,0.2,68.0,Micro (<1K)
2751,Consistent Volume Builders,Health & Fitness Coaching,66910,2.0,32.06,5.21,11.8,9.0,0.75,2.37,4350,30.89,94.3,Mid (10K-100K)
1127,Viral Spike Chasers,Gaming,121709,0.2,28.38,8.97,5.6,6.2,4.0,2.05,7992,49.17,69.7,Large (100K-500K)
267,Subscriber Giants,Education / Test Prep,1729128,5.2,37.56,5.18,13.3,7.3,3.36,4.56,187242,2558.82,74.5,Mega (500K+)
3741,Emerging Dabblers,Tech Deep-Dive Reviews,1297,2.0,23.71,1.57,1.3,23.9,5.53,2.84,239,2.04,58.0,Small (1K-10K)
1017,Viral Spike Chasers,Lifestyle,181649,1.6,19.49,10.92,7.4,8.2,5.08,3.19,17765,169.78,61.5,Large (100K-500K)
1136,Viral Spike Chasers,Gaming,153790,2.3,24.68,7.19,12.5,7.4,4.01,2.69,12570,101.58,69.6,Large (100K-500K)
499,High-Retention Niche Specialists,Health & Fitness Coaching,31531,3.0,55.09,4.62,6.3,11.3,1.6,1.03,5548,17.13,87.9,Mid (10K-100K)
2017,Consistent Volume Builders,DIY & Craft Tutorials,31381,4.2,30.69,3.57,25.0,11.6,2.66,2.38,4551,32.53,79.8,Mid (10K-100K)
3244,Emerging Dabblers,Lifestyle,345,1.3,24.81,3.56,1.3,15.2,4.64,1.43,38,0.16,64.8,Micro (<1K)
879,High-Retention Niche Specialists,Health & Fitness Coaching,10054,4.0,54.54,6.04,6.2,17.1,1.62,1.21,1330,4.81,87.7,Mid (10K-100K)
637,High-Retention Niche Specialists,DIY & Craft Tutorials,62063,1.6,56.32,6.43,7.3,18.4,1.05,1.18,4630,16.38,92.0,Mid (10K-100K)
438,High-Retention Niche Specialists,Tech Deep-Dive Reviews,42370,4.5,63.41,6.18,9.0,17.7,1.25,2.16,2623,17.02,90.5,Mid (10K-100K)
1334,Viral Spike Chasers,Travel,121654,2.1,13.22,6.81,8.1,4.9,3.87,2.09,15786,98.78,70.6,Large (100K-500K)
2105,Consistent Volume Builders,Travel,54112,1.8,29.65,4.29,15.3,6.5,1.86,2.7,3783,30.63,85.9,Mid (10K-100K)
33,Subscriber Giants,Personal Finance,1177360,6.2,38.73,5.14,14.8,18.8,2.33,4.8,230668,3318.36,82.3,Mega (500K+)
1450,Viral Spike Chasers,Tech Deep-Dive Reviews,142527,0.6,22.16,7.96,5.8,7.8,4.41,2.63,6772,53.33,66.5,Large (100K-500K)
1270,Viral Spike Chasers,DIY & Craft Tutorials,68714,1.8,21.19,6.8,5.2,8.4,3.43,1.93,5665,32.86,74.0,Mid (10K-100K)
3042,Emerging Dabblers,Lifestyle,987,2.0,13.15,3.97,1.8,11.6,5.54,0.7,174,0.37,58.0,Micro (<1K)
2647,Consistent Volume Builders,Travel,28578,2.9,34.79,4.63,21.5,10.9,0.44,3.85,1886,21.77,96.7,Mid (10K-100K)
3711,Emerging Dabblers,Lifestyle,3087,0.8,19.01,3.98,1.3,11.2,6.19,1.71,265,1.36,53.0,Small (1K-10K)
1915,Consistent Volume Builders,Food & Cooking,86876,2.8,32.98,3.98,18.7,12.1,2.83,2.93,6352,55.75,78.5,Mid (10K-100K)
868,High-Retention Niche Specialists,Gaming,232453,4.0,58.46,3.04,4.8,17.9,1.03,0.96,36265,104.05,92.2,Large (100K-500K)
3961,Emerging Dabblers,DIY & Craft Tutorials,974,1.0,19.41,4.08,1.0,1.2,8.46,1.22,176,0.65,35.8,Micro (<1K)
833,High-Retention Niche Specialists,Entertainment,20910,4.0,55.19,4.0,5.5,23.7,0.2,1.21,2869,10.45,98.5,Mid (10K-100K)
2364,Consistent Volume Builders,Food & Cooking,71086,2.0,29.86,3.85,20.5,4.6,1.04,2.79,13725,115.01,92.1,Mid (10K-100K)
2977,Emerging Dabblers,Personal Finance,1373,0.2,16.17,5.4,2.5,21.1,1.65,1.51,227,1.03,87.5,Small (1K-10K)
1821,Consistent Volume Builders,Food & Cooking,37749,2.2,31.75,4.63,18.8,13.7,2.13,1.78,4270,22.87,83.8,Mid (10K-100K)
1236,Viral Spike Chasers,Lifestyle,260450,3.1,29.39,8.51,7.6,5.0,5.26,1.92,47250,271.6,60.1,Large (100K-500K)
2461,Consistent Volume Builders,Travel,101597,1.3,35.64,4.17,15.1,12.7,2.32,1.82,9845,53.83,82.4,Large (100K-500K)
3219,Emerging Dabblers,Personal Finance,200,2.2,17.47,2.39,2.3,10.3,4.24,2.35,31,0.22,67.8,Micro (<1K)
1452,Viral Spike Chasers,Lifestyle,153245,1.4,11.76,8.16,8.2,10.2,5.88,2.21,17445,115.62,55.4,Large (100K-500K)
1036,Viral Spike Chasers,Travel,309402,3.7,20.87,12.3,15.4,5.6,5.37,2.07,30524,189.88,59.3,Large (100K-500K)
302,Subscriber Giants,Tech Deep-Dive Reviews,653889,6.0,40.71,8.17,13.7,15.6,1.42,3.33,98412,982.17,89.2,Mega (500K+)
1458,Viral Spike Chasers,Lifestyle,237808,4.4,15.75,8.58,9.7,8.3,6.6,2.55,33295,254.48,49.9,Large (100K-500K)
1688,Consistent Volume Builders,Travel,93038,2.9,32.28,4.87,17.5,7.1,1.92,2.64,18517,125.49,85.4,Mid (10K-100K)
1044,Viral Spike Chasers,Personal Finance,128570,3.1,20.53,9.31,10.1,7.6,4.74,1.6,18951,90.97,64.0,Large (100K-500K)
2092,Consistent Volume Builders,Personal Finance,49122,4.1,21.76,4.91,13.6,9.3,0.3,3.75,5427,60.99,97.7,Mid (10K-100K)
1359,Viral Spike Chasers,Personal Finance,518192,4.0,17.23,9.82,7.7,7.7,5.05,2.35,30535,215.43,61.7,Mega (500K+)
2837,Emerging Dabblers,Gaming,12000,1.9,14.51,3.35,3.3,13.9,4.16,2.15,2138,13.78,68.4,Mid (10K-100K)
2264,Consistent Volume Builders,Lifestyle,43116,3.6,34.91,4.14,17.5,9.6,2.33,2.87,4737,40.78,82.3,Mid (10K-100K)
2958,Emerging Dabblers,Gaming,100,1.2,17.23,3.13,2.1,8.4,4.03,1.99,6,0.04,69.4,Micro (<1K)
2828,Emerging Dabblers,Entertainment,1572,1.0,19.33,3.04,1.4,10.8,2.82,3.12,305,2.85,78.6,Small (1K-10K)
1157,Viral Spike Chasers,Lifestyle,72462,2.8,24.33,6.81,7.2,5.4,3.74,2.2,5360,35.33,71.6,Mid (10K-100K)
81,Subscriber Giants,Food & Cooking,2056666,7.1,38.73,7.25,12.2,13.5,1.03,2.88,175590,1516.51,92.2,Mega (500K+)
262,Subscriber Giants,Personal Finance,1356354,10.9,34.65,6.42,9.2,14.5,3.27,4.56,96140,1314.99,75.2,Mega (500K+)
2395,Consistent Volume Builders,Food & Cooking,51998,3.5,26.78,4.33,15.5,12.7,2.54,1.88,3515,19.83,80.7,Mid (10K-100K)
2813,Emerging Dabblers,Entertainment,2969,2.2,21.69,3.03,3.0,8.7,4.39,0.46,277,0.39,66.7,Small (1K-10K)
3401,Emerging Dabblers,Travel,540,1.9,20.71,3.81,1.8,6.5,5.45,2.06,65,0.4,58.6,Micro (<1K)
889,High-Retention Niche Specialists,Lifestyle,24762,2.2,52.8,6.21,2.8,10.0,1.11,1.23,1049,3.86,91.6,Mid (10K-100K)
3403,Emerging Dabblers,Food & Cooking,261,0.9,17.15,2.11,3.0,11.4,3.76,1.81,37,0.04,71.5,Micro (<1K)
2075,Consistent Volume Builders,Personal Finance,57903,2.8,31.75,4.25,16.6,9.6,2.3,3.09,3546,32.85,82.5,Mid (10K-100K)
166,Subscriber Giants,Lifestyle,940238,7.5,33.56,5.93,13.8,19.0,2.6,5.1,94473,1444.66,80.3,Mega (500K+)
572,High-Retention Niche Specialists,Personal Finance,8000,3.9,53.63,5.11,7.4,13.8,1.18,1.45,795,3.45,91.0,Small (1K-10K)
3139,Emerging Dabblers,Health & Fitness Coaching,12000,0.2,15.55,4.32,3.8,14.8,7.47,1.65,976,4.82,43.3,Mid (10K-100K)
2439,Consistent Volume Builders,Lifestyle,17601,3.17,32.12,6.04,17.0,11.2,1.47,3.35,1042,10.48,88.8,Mid (10K-100K)
2016,Consistent Volume Builders,Food & Cooking,94803,3.0,35.86,4.77,15.0,11.5,1.93,3.0,10694,96.29,85.4,Mid (10K-100K)
3414,Emerging Dabblers,Entertainment,556,1.0,17.09,2.25,3.5,17.8,3.2,2.79,60,0.5,75.7,Micro (<1K)
2172,Consistent Volume Builders,DIY & Craft Tutorials,53105,2.9,36.64,5.14,16.0,15.9,2.08,3.03,5453,49.58,84.2,Mid (10K-100K)
